ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
17802-2373-14131,17802,Level 1 - Use of Force,10/14/2017 09:00:00 PM,N,B,B1,2373,14131,White,Female
17801-2239-14132,17801,Level 1 - Use of Force,10/14/2017 11:32:00 PM,N,N,N2,2239,14132,Hispanic or Latino,Male
17805-1595-14133,17805,Level 1 - Use of Force,10/15/2017 10:45:00 PM,SW,W,W1,1595,14133,White,Male
17803-2118-14135,17803,Level 1 - Use of Force,10/15/2017 09:10:00 PM,SW,W,W1,2118,14135,White,Male
17807-1227-14137,17807,Level 1 - Use of Force,10/15/2017 09:06:00 PM,S,R,R1,1227,14137,Not Specified,Male
17664-827-14052,17664,Level 1 - Use of Force,10/06/2017 02:29:00 AM,N,L,L1,827,14052,White,Female
17884-1685-14163,17884,Level 1 - Use of Force,10/19/2017 02:00:00 PM,N,L,L1,1685,14163,Black or African American,Male
17886-1665-14164,17886,Level 1 - Use of Force,10/19/2017 03:00:00 PM,N,L,L1,1665,14164,Black or African American,Male
17885-1221-14164,17885,Level 1 - Use of Force,10/19/2017 03:03:00 PM,N,L,L1,1221,14164,Black or African American,Male
17839-1608-14165,17839,Level 2 - Use of Force,10/16/2017 04:00:00 PM,X,X,XX,1608,14165,White,Male
17894-1665-14165,17894,Level 2 - Use of Force,10/16/2017 04:00:00 PM,X,X,XX,1665,14165,White,Male
17880-1611-14168,17880,Level 1 - Use of Force,10/16/2017 04:00:00 PM,X,X,XX,1611,14168,White,Female
17896-2235-14171,17896,Level 1 - Use of Force,10/18/2017 03:17:00 AM,N,N,N3,2235,14171,White,Male
17921-2417-14186,17921,Level 1 - Use of Force,10/22/2017 08:32:00 PM,N,J,J1,2417,14186,Not Specified,Male
17924-2336-14187,17924,Level 1 - Use of Force,10/23/2017 10:31:00 PM,N,U,U3,2336,14187,White,Female
17925-2363-14189,17925,Level 1 - Use of Force,10/24/2017 01:06:00 AM,S,R,R3,2363,14189,White,Male
18190-2240-14231,18190,Level 1 - Use of Force,11/11/2017 12:31:00 PM,N,L,L3,2240,14231,White,Female
18189-1559-14231,18189,Level 1 - Use of Force,11/11/2017 12:31:00 PM,N,L,L3,1559,14231,White,Female
17951-1465-14232,17951,Level 1 - Use of Force,10/27/2017 11:26:00 PM,E,C,C1,1465,14232,Not Specified,Male
17951-1465-14233,17951,Level 1 - Use of Force,10/27/2017 11:26:00 PM,E,C,C1,1465,14233,Not Specified,Male
17951-1465-14234,17951,Level 1 - Use of Force,10/27/2017 11:26:00 PM,E,C,C1,1465,14234,Not Specified,Male
17953-709-14235,17953,Level 1 - Use of Force,10/26/2017 11:28:00 PM,X,X,XX,709,14235,Black or African American,Male
17969-2202-14251,17969,Level 1 - Use of Force,10/27/2017 05:36:00 PM,N,L,L2,2202,14251,White,Male
17975-1656-14252,17975,Level 3 - Use of Force,10/28/2017 01:00:00 PM,S,O,O1,1656,14252,White,Male
17976-2203-14254,17976,Level 1 - Use of Force,10/28/2017 03:28:00 PM,N,J,J1,2203,14254,White,Male
17984-1619-14264,17984,Level 1 - Use of Force,10/30/2017 05:00:00 AM,S,R,R2,1619,14264,Black or African American,Male
24859-1770-14264,24859,Level 1 - Use of Force,04/24/2018 01:27:00 AM,-,-,-,1770,14264,Black or African American,Male
24861-1686-14264,24861,Level 1 - Use of Force,04/24/2018 02:54:00 AM,-,-,-,1686,14264,Black or African American,Male
17679-2344-14061,17679,Level 1 - Use of Force,10/06/2017 09:00:00 PM,N,U,U3,2344,14061,White,Male
17682-1583-14061,17682,Level 1 - Use of Force,10/06/2017 09:13:00 PM,N,U,U3,1583,14061,White,Male
17683-2102-14063,17683,Level 1 - Use of Force,10/07/2017 02:25:00 AM,W,D,D2,2102,14063,Not Specified,Female
17992-1899-14271,17992,Level 1 - Use of Force,10/30/2017 08:50:00 AM,W,K,K1,1899,14271,White,Male
17999-2146-14274,17999,Level 1 - Use of Force,10/30/2017 01:51:00 PM,N,J,J3,2146,14274,White,Male
18001-2165-14277,18001,Level 1 - Use of Force,10/30/2017 01:51:00 PM,N,J,J3,2165,14277,White,Male
18004-1668-14278,18004,Level 2 - Use of Force,10/30/2017 02:51:00 PM,S,O,O1,1668,14278,White,Female
18005-1699-14278,18005,Level 2 - Use of Force,10/30/2017 02:45:00 PM,S,O,O1,1699,14278,White,Female
20785-1740-14286,20785,Level 1 - Use of Force,02/20/2018 02:20:00 PM,W,D,D2,1740,14286,Not Specified,Not Specified
18027-2200-14296,18027,Level 1 - Use of Force,11/01/2017 07:56:00 AM,N,N,N1,2200,14296,White,Male
18030-2110-14299,18030,Level 1 - Use of Force,11/01/2017 04:55:00 AM,N,N,N3,2110,14299,White,Male
18040-2362-14304,18040,Level 1 - Use of Force,11/01/2017 09:58:00 PM,N,J,J3,2362,14304,Not Specified,Male
18042-2300-14305,18042,Level 1 - Use of Force,11/02/2017 12:10:00 AM,-,-,-,2300,14305,White,Male
13811-2153-11389,13811,Level 1 - Use of Force,12/19/2016 02:10:00 PM,W,K,K3,2153,11389,Black or African American,Male
13812-762-11390,13812,Level 1 - Use of Force,12/19/2016 03:55:00 PM,X,99,99,762,11390,White,Male
13812-762-11391,13812,Level 1 - Use of Force,12/19/2016 03:55:00 PM,X,99,99,762,11391,White,Male
13813-1150-11392,13813,Level 1 - Use of Force,12/19/2016 12:30:00 AM,S,O,O3,1150,11392,White,Female
13827-2148-11398,13827,Level 1 - Use of Force,12/20/2016 07:22:00 PM,N,J,J1,2148,11398,Black or African American,Female
13829-2107-11400,13829,Level 1 - Use of Force,12/20/2016 08:35:00 PM,X,X,XX,2107,11400,White,Male
13836-414-11405,13836,Level 1 - Use of Force,12/21/2016 07:10:00 PM,SW,W,W3,414,11405,White,Female
13835-2177-11406,13835,Level 1 - Use of Force,12/21/2016 07:10:00 PM,SW,W,W3,2177,11406,White,Female
13851-1254-11414,13851,Level 1 - Use of Force,12/22/2016 09:00:00 PM,S,O,O3,1254,11414,Not Specified,Male
13853-1781-11415,13853,Level 1 - Use of Force,12/23/2016 03:30:00 AM,N,J,J2,1781,11415,White,Male
13869-1805-11415,13869,Level 1 - Use of Force,12/23/2016 03:19:00 AM,N,J,J2,1805,11415,White,Male
13867-102-11420,13867,Level 1 - Use of Force,12/23/2016 01:01:00 AM,N,J,J1,102,11420,White,Male
13868-1180-11422,13868,Level 1 - Use of Force,12/23/2016 03:35:00 PM,W,D,D1,1180,11422,Black or African American,Male
13877-2191-11423,13877,Level 1 - Use of Force,12/24/2016 03:51:00 PM,W,K,K1,2191,11423,Black or African American,Male
13873-1559-11424,13873,Level 1 - Use of Force,12/23/2016 11:31:00 PM,N,J,J3,1559,11424,White,Female
16339-950-12949,16339,Level 1 - Use of Force,07/06/2017 07:00:00 PM,N,L,L2,950,12949,White,Female
16336-844-12949,16336,Level 1 - Use of Force,07/06/2017 05:50:00 PM,N,L,L2,844,12949,White,Female
16342-2350-12958,16342,Level 1 - Use of Force,07/06/2017 09:10:00 PM,N,J,J3,2350,12958,White,Male
16344-2344-12960,16344,Level 1 - Use of Force,07/06/2017 11:37:00 PM,W,K,K2,2344,12960,Not Specified,Male
13878-2146-11425,13878,Level 1 - Use of Force,12/25/2016 01:05:00 PM,N,N,N3,2146,11425,White,Male
13879-1748-11426,13879,Level 1 - Use of Force,12/26/2016 10:42:00 AM,W,K,K1,1748,11426,Black or African American,Male
13881-1562-11430,13881,Level 1 - Use of Force,12/25/2016 01:05:00 PM,N,N,N3,1562,11430,White,Female
13882-2174-11431,13882,Level 1 - Use of Force,12/26/2016 10:40:00 AM,S,R,R3,2174,11431,Black or African American,Female
13886-1735-11432,13886,Level 2 - Use of Force,12/27/2016 04:18:00 AM,W,D,D1,1735,11432,White,Male
13883-1866-11432,13883,Level 1 - Use of Force,12/27/2016 04:19:00 AM,W,D,D1,1866,11432,White,Male
13933-1720-11460,13933,Level 1 - Use of Force,12/30/2016 01:18:00 PM,N,U,U1,1720,11460,White,Male
13945-2133-11469,13945,Level 2 - Use of Force,01/01/2017 02:31:00 PM,N,L,L2,2133,11469,Black or African American,Male
13953-1067-11469,13953,Level 1 - Use of Force,01/01/2017 02:21:00 PM,N,L,L2,1067,11469,Black or African American,Male
13951-2202-11469,13951,Level 2 - Use of Force,01/01/2017 02:30:00 PM,N,L,L2,2202,11469,Black or African American,Male
13946-963-11469,13946,Level 2 - Use of Force,01/01/2017 02:30:00 PM,N,L,L2,963,11469,Black or African American,Male
13947-2156-11469,13947,Level 2 - Use of Force,01/01/2017 02:30:00 PM,N,L,L2,2156,11469,Black or African American,Male
13949-2146-11469,13949,Level 2 - Use of Force,01/01/2017 01:48:00 PM,N,L,L2,2146,11469,Black or African American,Male
13950-2148-11469,13950,Level 2 - Use of Force,01/01/2017 02:30:00 PM,N,L,L2,2148,11469,Black or African American,Male
13958-2157-11472,13958,Level 1 - Use of Force,01/02/2017 08:42:00 PM,SW,F,F3,2157,11472,Asian,Male
13957-1732-11472,13957,Level 2 - Use of Force,01/02/2017 08:42:00 PM,SW,F,F3,1732,11472,Asian,Male
13964-943-11476,13964,Level 1 - Use of Force,12/30/2016 03:00:00 PM,X,X,XX,943,11476,White,Female
13965-704-11476,13965,Level 1 - Use of Force,12/30/2016 03:00:00 PM,X,X,XX,704,11476,White,Female
13965-704-11477,13965,Level 1 - Use of Force,12/30/2016 03:00:00 PM,X,X,XX,704,11477,White,Male
13990-1665-11488,13990,Level 1 - Use of Force,01/05/2017 06:08:00 PM,N,U,U1,1665,11488,Black or African American,Male
13999-1085-11489,13999,Level 1 - Use of Force,01/05/2017 04:04:00 PM,N,L,L3,1085,11489,White,Male
13995-363-11489,13995,Level 1 - Use of Force,01/05/2017 04:26:00 PM,N,L,L3,363,11489,White,Male
13996-2224-11491,13996,Level 1 - Use of Force,01/06/2017 02:45:00 PM,N,N,N3,2224,11491,Not Specified,Male
13998-585-11492,13998,Level 1 - Use of Force,01/06/2017 01:40:00 PM,E,G,G3,585,11492,Black or African American,Male
13997-900-11492,13997,Level 1 - Use of Force,01/06/2017 01:41:00 PM,E,G,G3,900,11492,Black or African American,Male
14000-1687-11494,14000,Level 1 - Use of Force,01/06/2017 10:14:00 AM,N,N,N1,1687,11494,White,Male
14001-1657-11495,14001,Level 1 - Use of Force,01/06/2017 01:40:00 PM,E,G,G3,1657,11495,Black or African American,Male
14006-1877-11497,14006,Level 1 - Use of Force,01/06/2017 01:30:00 PM,E,G,G3,1877,11497,Not Specified,Male
14009-1644-11503,14009,Level 1 - Use of Force,01/07/2017 11:58:00 AM,SW,F,F2,1644,11503,Black or African American,Female
14011-898-11504,14011,Level 1 - Use of Force,01/07/2017 06:00:00 PM,N,N,N2,898,11504,White,Male
13891-898-11436,13891,Level 1 - Use of Force,12/27/2016 12:35:00 PM,N,L,L1,898,11436,Black or African American,Male
17690-1473-11437,17690,Level 1 - Use of Force,10/07/2017 11:17:00 PM,W,D,D1,1473,11437,Black or African American,Male
17693-2120-11437,17693,Level 1 - Use of Force,10/07/2017 11:16:00 PM,W,D,D1,2120,11437,Black or African American,Male
13898-102-11439,13898,Level 1 - Use of Force,12/27/2016 11:25:00 PM,E,E,E3,102,11439,White,Male
13921-1851-11448,13921,Level 3 - Use of Force,12/29/2016 12:20:00 PM,W,M,M2,1851,11448,Black or African American,Male
13920-2151-11449,13920,Level 3 - Use of Force,12/29/2016 12:20:00 PM,W,M,M2,2151,11449,Not Specified,Male
13925-279-11454,13925,Level 1 - Use of Force,12/30/2016 12:38:00 AM,S,R,R2,279,11454,White,Male
13926-1763-11455,13926,Level 1 - Use of Force,12/30/2016 12:32:00 AM,S,R,R2,1763,11455,White,Male
13935-1735-11461,13935,Level 1 - Use of Force,12/31/2016 04:00:00 AM,W,D,D3,1735,11461,Black or African American,Male
13936-1665-11462,13936,Level 2 - Use of Force,12/31/2016 04:25:00 PM,X,X,XX,1665,11462,White,Male
13939-2095-11462,13939,Level 2 - Use of Force,12/31/2016 04:24:00 PM,N,U,U2,2095,11462,White,Male
13940-1799-11463,13940,Level 1 - Use of Force,12/31/2016 07:53:00 PM,SW,W,W2,1799,11463,Black or African American,Male
13938-1732-11463,13938,Level 1 - Use of Force,12/31/2016 07:53:00 PM,SW,W,W2,1732,11463,Black or African American,Male
13937-1595-11464,13937,Level 1 - Use of Force,12/31/2016 09:27:00 PM,S,S,S1,1595,11464,White,Male
13941-1141-11465,13941,Level 1 - Use of Force,12/31/2016 09:39:00 PM,W,M,M3,1141,11465,Black or African American,Male
13943-853-11465,13943,Level 1 - Use of Force,12/31/2016 09:39:00 PM,W,M,M3,853,11465,Black or African American,Male
13981-1581-11483,13981,Level 1 - Use of Force,01/04/2017 05:00:00 PM,E,E,E1,1581,11483,White,Male
14057-1231-11507,14057,Level 1 - Use of Force,01/09/2017 03:30:00 AM,E,E,E3,1231,11507,Not Specified,Male
14239-1880-11507,14239,Level 2 - Use of Force,01/09/2017 12:30:00 AM,E,E,E3,1880,11507,Not Specified,Male
14279-1543-11507,14279,Level 2 - Use of Force,01/09/2017 01:00:00 AM,E,E,E3,1543,11507,Not Specified,Male
14014-1190-11507,14014,Level 2 - Use of Force,01/09/2017 04:00:00 AM,E,E,E3,1190,11507,Not Specified,Male
14015-1267-11507,14015,Level 2 - Use of Force,01/09/2017 04:00:00 AM,E,E,E3,1267,11507,Not Specified,Male
14016-900-11507,14016,Level 1 - Use of Force,01/09/2017 02:00:00 AM,E,E,E3,900,11507,Not Specified,Male
14042-145-11507,14042,Level 1 - Use of Force,01/09/2017 12:52:00 AM,E,E,E3,145,11507,Not Specified,Male
14044-1622-11507,14044,Level 1 - Use of Force,01/09/2017 12:45:00 AM,E,E,E3,1622,11507,Not Specified,Male
13907-1894-11444,13907,Level 1 - Use of Force,12/28/2016 10:29:00 AM,E,G,G3,1894,11444,Black or African American,Male
13913-1547-11445,13913,Level 1 - Use of Force,12/25/2016 09:49:00 PM,SW,W,W2,1547,11445,White,Male
14045-1661-11524,14045,Level 1 - Use of Force,01/10/2017 12:40:00 AM,S,R,R3,1661,11524,Asian,Male
14046-1776-11525,14046,Level 1 - Use of Force,01/10/2017 12:31:00 AM,N,U,U1,1776,11525,White,Male
14047-1742-11525,14047,Level 1 - Use of Force,01/10/2017 12:31:00 AM,N,U,U1,1742,11525,White,Male
14769-1663-11525,14769,Level 1 - Use of Force,03/10/2017 12:53:00 PM,N,B,B3,1663,11525,White,Male
14770-1551-11525,14770,Level 1 - Use of Force,03/10/2017 12:53:00 PM,N,B,B3,1551,11525,White,Male
14049-2174-11526,14049,Level 1 - Use of Force,01/10/2017 06:50:00 AM,S,O,O1,2174,11526,White,Female
14051-1890-11527,14051,Level 2 - Use of Force,01/10/2017 04:11:00 AM,E,G,G1,1890,11527,Not Specified,Male
14080-868-11548,14080,Level 1 - Use of Force,01/12/2017 01:45:00 PM,S,S,S3,868,11548,Not Specified,Male
14081-1135-11548,14081,Level 1 - Use of Force,01/12/2017 01:45:00 PM,S,S,S3,1135,11548,Not Specified,Male
14086-1840-11550,14086,Level 1 - Use of Force,01/12/2017 04:00:00 PM,E,E,E2,1840,11550,Not Specified,Female
14088-898-11553,14088,Level 2 - Use of Force,01/12/2017 03:40:00 PM,X,X,XX,898,11553,Black or African American,Male
14089-1562-11553,14089,Level 2 - Use of Force,01/12/2017 03:40:00 PM,X,X,XX,1562,11553,Black or African American,Male
13413-1239-11112,13413,Level 2 - Use of Force,11/12/2016 10:30:00 PM,W,D,D2,1239,11112,White,Male
13412-1164-11112,13412,Level 2 - Use of Force,11/12/2016 10:30:00 PM,W,D,D2,1164,11112,White,Male
13536-1607-11189,13536,Level 1 - Use of Force,11/25/2016 04:05:00 PM,SW,F,F3,1607,11189,Asian,Male
13537-1865-11190,13537,Level 1 - Use of Force,11/25/2016 06:10:00 PM,N,B,B1,1865,11190,Not Specified,Male
13539-2125-11193,13539,Level 1 - Use of Force,11/26/2016 01:52:00 AM,E,E,E2,2125,11193,Asian,Male
13570-953-11193,13570,Level 1 - Use of Force,11/26/2016 01:52:00 AM,E,E,E2,953,11193,Asian,Male
13543-1781-11194,13543,Level 2 - Use of Force,11/26/2016 01:10:00 PM,N,U,U2,1781,11194,White,Male
13544-1615-11194,13544,Level 2 - Use of Force,11/26/2016 01:00:00 PM,N,U,U2,1615,11194,White,Male
13542-1608-11195,13542,Level 2 - Use of Force,01/26/2016 01:00:00 PM,N,U,U2,1608,11195,White,Male
13547-2180-11200,13547,Level 1 - Use of Force,11/25/2016 11:00:00 PM,SW,F,F1,2180,11200,White,Male
13549-1778-11203,13549,Level 2 - Use of Force,11/27/2016 12:43:00 AM,E,G,G2,1778,11203,Black or African American,Male
13550-1844-11203,13550,Level 1 - Use of Force,11/27/2016 12:42:00 AM,E,G,G2,1844,11203,Black or African American,Male
13548-1622-11203,13548,Level 1 - Use of Force,11/27/2016 12:42:00 AM,E,G,G2,1622,11203,Black or African American,Male
13551-1245-11205,13551,Level 1 - Use of Force,11/26/2016 09:33:00 PM,N,U,U1,1245,11205,White,Male
13553-2188-11205,13553,Level 1 - Use of Force,11/26/2016 09:31:00 PM,N,U,U1,2188,11205,White,Male
13554-1871-11205,13554,Level 1 - Use of Force,11/26/2016 09:36:00 PM,N,U,U1,1871,11205,White,Male
13555-2216-11205,13555,Level 1 - Use of Force,11/27/2016 09:36:00 PM,N,U,U1,2216,11205,White,Male
16404-1889-11205,16404,Level 1 - Use of Force,07/11/2017 08:50:00 PM,N,U,U2,1889,11205,White,Male
16405-2236-11205,16405,Level 1 - Use of Force,07/11/2017 08:52:00 PM,N,U,U2,2236,11205,White,Male
13552-2222-11206,13552,Level 1 - Use of Force,11/27/2016 01:32:00 AM,N,J,J2,2222,11206,White,Male
13558-1697-11211,13558,Level 1 - Use of Force,11/27/2016 10:37:00 PM,W,D,D1,1697,11211,Not Specified,Male
24461-1766-11211,24461,Level 1 - Use of Force,04/17/2018 10:07:00 PM,-,-,-,1766,11211,Not Specified,Male
13561-2134-11215,13561,Level 1 - Use of Force,11/27/2016 06:00:00 PM,E,E,E2,2134,11215,Hispanic or Latino,Female
13568-1792-11219,13568,Level 1 - Use of Force,11/28/2016 12:12:00 PM,S,R,R2,1792,11219,Asian,Male
13912-1555-11224,13912,Level 1 - Use of Force,12/28/2016 05:05:00 PM,W,K,K2,1555,11224,White,Female
17456-1638-11224,17456,Level 1 - Use of Force,09/22/2017 08:18:00 PM,W,M,M3,1638,11224,White,Female
17468-2159-11224,17468,Level 1 - Use of Force,09/22/2017 08:40:00 PM,W,M,M3,2159,11224,White,Female
13572-1859-11224,13572,Level 1 - Use of Force,11/29/2016 11:19:00 PM,E,E,E3,1859,11224,White,Female
13654-1800-11272,13654,Level 1 - Use of Force,12/04/2016 02:40:00 AM,W,Q,Q2,1800,11272,Not Specified,Male
13623-1618-11240,13623,Level 2 - Use of Force,11/30/2016 07:55:00 PM,S,O,O1,1618,11240,Black or African American,Male
13626-1607-11241,13626,Level 2 - Use of Force,11/30/2016 07:40:00 PM,S,O,O1,1607,11241,Black or African American,Male
13624-1123-11241,13624,Level 1 - Use of Force,11/30/2016 07:57:00 PM,S,O,O1,1123,11241,Black or African American,Male
13645-1800-11262,13645,Level 1 - Use of Force,12/01/2016 07:30:00 PM,N,N,N1,1800,11262,Not Specified,Female
13646-1789-11263,13646,Level 1 - Use of Force,12/02/2016 02:43:00 AM,E,E,E3,1789,11263,Not Specified,Male
13646-1789-11264,13646,Level 1 - Use of Force,12/02/2016 02:43:00 AM,E,E,E3,1789,11264,Not Specified,Male
13648-102-11267,13648,Level 1 - Use of Force,12/02/2016 02:09:00 AM,N,N,N1,102,11267,White,Male
13650-2203-11269,13650,Level 1 - Use of Force,12/03/2016 12:05:00 AM,N,N,N3,2203,11269,Not Specified,Female
13692-1683-11301,13692,Level 1 - Use of Force,12/07/2016 10:20:00 AM,W,K,K1,1683,11301,Asian,Female
13722-2132-11301,13722,Level 1 - Use of Force,12/07/2016 10:00:00 AM,W,K,K1,2132,11301,Asian,Female
13659-1714-11278,13659,Level 1 - Use of Force,12/05/2016 07:11:00 AM,E,E,E1,1714,11278,Not Specified,Male
13676-1785-11293,13676,Level 3 - Use of Force,12/05/2016 10:45:00 PM,W,D,D2,1785,11293,Black or African American,Female
13677-1180-11293,13677,Level 3 - Use of Force,12/05/2016 10:45:00 PM,W,D,D2,1180,11293,Black or African American,Female
16672-1884-13239,16672,Level 1 - Use of Force,07/31/2017 06:30:00 PM,E,E,E2,1884,13239,White,Male
16674-2240-13240,16674,Level 1 - Use of Force,07/31/2017 02:30:00 PM,N,J,J2,2240,13240,White,Female
16676-1150-13242,16676,Level 1 - Use of Force,07/31/2017 08:41:00 PM,X,99,99,1150,13242,Black or African American,Male
16729-2017-13323,16729,Level 1 - Use of Force,08/04/2017 01:18:00 PM,W,Q,Q3,2017,13323,White,Male
16730-1740-13323,16730,Level 1 - Use of Force,08/04/2017 01:12:00 PM,X,X,XX,1740,13323,White,Male
16735-1635-13333,16735,Level 1 - Use of Force,08/04/2017 09:44:00 PM,E,E,E1,1635,13333,Not Specified,Male
16736-1172-13334,16736,Level 1 - Use of Force,08/05/2017 02:34:00 AM,W,K,K2,1172,13334,Black or African American,Male
16742-1619-13340,16742,Level 2 - Use of Force,08/06/2017 05:14:00 AM,S,R,R1,1619,13340,Not Specified,Male
16743-2112-13340,16743,Level 2 - Use of Force,08/06/2017 04:45:00 AM,S,R,R1,2112,13340,Not Specified,Male
16745-1777-13340,16745,Level 2 - Use of Force,08/06/2017 04:18:00 AM,S,R,R1,1777,13340,Not Specified,Male
16689-1619-13257,16689,Level 1 - Use of Force,08/02/2017 10:30:00 AM,S,R,R2,1619,13257,Asian,Female
16682-2177-13258,16682,Level 1 - Use of Force,08/01/2017 04:45:00 PM,SW,W,W2,2177,13258,White,Male
16693-1783-13279,16693,Level 1 - Use of Force,08/02/2017 12:11:00 PM,S,R,R3,1783,13279,White,Male
16694-1773-13279,16694,Level 2 - Use of Force,08/02/2017 12:31:00 PM,S,R,R3,1773,13279,White,Male
16696-2236-13300,16696,Level 1 - Use of Force,08/02/2017 12:59:00 AM,N,L,L2,2236,13300,White,Female
16695-2311-13300,16695,Level 1 - Use of Force,08/02/2017 12:59:00 AM,N,L,L2,2311,13300,White,Female
16698-1661-13306,16698,Level 1 - Use of Force,08/03/2017 03:00:00 AM,S,R,R2,1661,13306,White,Male
16747-2351-13343,16747,Level 1 - Use of Force,08/06/2017 12:49:00 PM,W,K,K3,2351,13343,Black or African American,Male
16796-2315-13359,16796,Level 1 - Use of Force,08/08/2017 11:20:00 AM,S,R,R1,2315,13359,Not Specified,Male
16797-1847-13375,16797,Level 1 - Use of Force,08/08/2017 08:10:00 PM,W,M,M3,1847,13375,White,Male
16851-1855-13406,16851,Level 1 - Use of Force,08/11/2017 10:30:00 PM,E,E,E2,1855,13406,White,Female
16895-361-13509,16895,Level 1 - Use of Force,08/15/2017 12:30:00 PM,S,O,O2,361,13509,Black or African American,Male
16711-1555-13310,16711,Level 1 - Use of Force,08/03/2017 12:32:00 PM,E,C,C2,1555,13310,Black or African American,Male
16704-788-13310,16704,Level 2 - Use of Force,08/03/2017 10:50:00 AM,E,C,C2,788,13310,Black or African American,Male
16706-2296-13310,16706,Level 1 - Use of Force,08/03/2017 12:32:00 PM,E,C,C2,2296,13310,Black or African American,Male
16707-1088-13310,16707,Level 1 - Use of Force,08/03/2017 12:30:00 PM,E,C,C2,1088,13310,Black or African American,Male
16701-2147-13314,16701,Level 1 - Use of Force,08/03/2017 12:05:00 PM,SW,W,W1,2147,13314,Black or African American,Male
16710-2108-13314,16710,Level 1 - Use of Force,08/03/2017 12:05:00 PM,SW,W,W1,2108,13314,Black or African American,Male
16713-1700-13314,16713,Level 1 - Use of Force,08/03/2017 12:15:00 PM,SW,W,W1,1700,13314,Black or African American,Male
16716-1164-13317,16716,Level 1 - Use of Force,08/03/2017 07:52:00 PM,X,X,XX,1164,13317,Not Specified,Male
16717-2300-13318,16717,Level 1 - Use of Force,08/04/2017 01:02:00 AM,N,N,N3,2300,13318,White,Female
16854-1252-13407,16854,Level 1 - Use of Force,08/12/2017 04:30:00 AM,S,S,S1,1252,13407,White,Female
16858-1779-13410,16858,Level 1 - Use of Force,08/12/2017 08:17:00 PM,E,E,E2,1779,13410,Hispanic or Latino,Male
16864-1171-13410,16864,Level 1 - Use of Force,08/12/2017 08:20:00 PM,E,E,E2,1171,13410,Hispanic or Latino,Male
16866-1171-13411,16866,Level 2 - Use of Force,08/13/2017 02:30:00 PM,W,M,M1,1171,13411,Not Specified,Not Specified
16870-2142-13412,16870,Level 2 - Use of Force,08/13/2017 02:00:00 PM,W,M,M2,2142,13412,White,Not Specified
16872-382-13413,16872,Level 2 - Use of Force,08/13/2017 02:10:00 PM,W,M,M2,382,13413,White,Female
16872-382-13414,16872,Level 2 - Use of Force,08/13/2017 02:10:00 PM,W,M,M2,382,13414,White,Male
16872-382-13415,16872,Level 2 - Use of Force,08/13/2017 02:10:00 PM,W,M,M2,382,13415,White,Male
16861-1585-13417,16861,Level 2 - Use of Force,08/13/2017 02:30:00 PM,W,M,M2,1585,13417,White,Male
16873-2242-13418,16873,Level 2 - Use of Force,08/13/2017 11:45:00 AM,W,K,K2,2242,13418,White,Female
16882-1697-13427,16882,Level 2 - Use of Force,08/13/2017 01:50:00 PM,W,M,M2,1697,13427,Not Specified,Male
16740-1153-13338,16740,Level 1 - Use of Force,08/05/2017 01:56:00 PM,W,D,D1,1153,13338,White,Female
16741-769-13339,16741,Level 1 - Use of Force,08/06/2017 01:38:00 AM,N,B,B1,769,13339,Not Specified,Male
16830-2110-13387,16830,Level 2 - Use of Force,08/10/2017 03:47:00 AM,N,U,U3,2110,13387,White,Male
16831-1806-13387,16831,Level 2 - Use of Force,08/10/2017 03:48:00 AM,N,U,U3,1806,13387,White,Male
16842-672-13387,16842,Level 2 - Use of Force,08/10/2017 03:53:00 AM,N,U,U3,672,13387,White,Male
16841-967-13398,16841,Level 1 - Use of Force,08/08/2017 05:10:00 PM,N,L,L2,967,13398,White,Male
16856-1815-13379,16856,Level 2 - Use of Force,08/08/2017 06:00:00 PM,E,G,G3,1815,13379,White,Male
16809-2231-13379,16809,Level 2 - Use of Force,08/08/2017 06:03:00 PM,E,G,G3,2231,13379,White,Male
16810-1699-13380,16810,Level 1 - Use of Force,08/09/2017 10:49:00 AM,S,R,R1,1699,13380,Not Specified,Female
16822-2103-13383,16822,Level 1 - Use of Force,08/09/2017 01:30:00 PM,N,B,B1,2103,13383,White,Female
16823-1562-13383,16823,Level 1 - Use of Force,08/09/2017 01:50:00 PM,N,B,B1,1562,13383,White,Female
16883-1581-13463,16883,Level 1 - Use of Force,08/14/2017 01:14:00 PM,E,E,E3,1581,13463,Black or African American,Male
16884-1831-13464,16884,Level 1 - Use of Force,08/14/2017 02:30:00 PM,S,R,R1,1831,13464,Black or African American,Female
18383-2172-13464,18383,Level 1 - Use of Force,11/25/2017 12:30:00 PM,W,K,K3,2172,13464,Black or African American,Female
18384-1887-13464,18384,Level 1 - Use of Force,11/25/2017 12:30:00 PM,W,K,K3,1887,13464,Black or African American,Female
16888-1845-13466,16888,Level 1 - Use of Force,08/14/2017 03:28:00 PM,S,O,O1,1845,13466,Black or African American,Male
16889-828-13498,16889,Level 2 - Use of Force,08/13/2017 02:35:00 PM,W,M,M1,828,13498,Not Specified,Not Specified
16889-828-13499,16889,Level 2 - Use of Force,08/13/2017 02:35:00 PM,W,M,M1,828,13499,Not Specified,Not Specified
16889-828-13500,16889,Level 2 - Use of Force,08/13/2017 02:35:00 PM,W,M,M1,828,13500,Not Specified,Not Specified
